model_name,dropout,filtres_1,filtres_2,kernel_1,kernel_2,activation_1,activation_2,activation_3,epochs_effectuees,best_val_loss,best_val_acc,test_loss,test_acc
"conv_16softmax-32relu_dropout_0.5relu_kernel_(5, 5)_(3, 3)",0.5,16,32,"(5, 5)","(3, 3)",softmax,relu,relu,3,2.119706869125366,0.36044445633888245,2.125119209289551,0.374099999666214
"conv_16softmax-32softmax_dropout_0.5relu_kernel_(5, 5)_(3, 3)",0.5,16,32,"(5, 5)","(3, 3)",softmax,softmax,relu,6,2.2066447734832764,0.140666663646698,2.2222869396209717,0.1339000016450882
"conv_16softmax-32softmax_dropout_0.5softmax_kernel_(5, 5)_(3, 3)",0.5,16,32,"(5, 5)","(3, 3)",softmax,softmax,softmax,10,0.033578380942344666,0.9911110997200012,0.02461932599544525,0.9908000230789185
"conv_16relu-32relu_dropout_0.5relu_kernel_(5, 5)_(4, 4)",0.5,16,32,"(5, 5)","(4, 4)",relu,relu,relu,5,2.2759017944335938,0.30988889932632446,2.2720823287963867,0.09799999743700027
"conv_16relu-32relu_dropout_0.5softmax_kernel_(5, 5)_(4, 4)",0.5,16,32,"(5, 5)","(4, 4)",relu,relu,softmax,10,0.03361677750945091,0.9905555844306946,0.032443657517433167,0.9894999861717224
"conv_16relu-32softmax_dropout_0.5relu_kernel_(5, 5)_(4, 4)",0.5,16,32,"(5, 5)","(4, 4)",relu,softmax,relu,3,2.116417646408081,0.16244444251060486,2.152224063873291,0.15209999680519104
"conv_16softmax-32relu_dropout_0.5relu_kernel_(5, 5)_(4, 4)",0.5,16,32,"(5, 5)","(4, 4)",softmax,relu,relu,3,2.2321557998657227,0.16966666281223297,2.226996898651123,0.17829999327659607
"conv_16relu-32softmax_dropout_0.5softmax_kernel_(5, 5)_(4, 4)",0.5,16,32,"(5, 5)","(4, 4)",relu,softmax,softmax,10,0.03244540095329285,0.9913333058357239,0.02440745383501053,0.9916999936103821
"conv_16softmax-32relu_dropout_0.5relu_kernel_(5, 5)_(4, 4)",0.5,16,32,"(5, 5)","(4, 4)",softmax,relu,relu,4,1.1928764581680298,0.679444432258606,1.1933239698410034,0.675599992275238
"conv_16softmax-32softmax_dropout_0.5relu_kernel_(5, 5)_(4, 4)",0.5,16,32,"(5, 5)","(4, 4)",softmax,softmax,relu,3,2.3025832176208496,0.0989999994635582,2.30259108543396,0.09799999743700027
"conv_16softmax-32softmax_dropout_0.5softmax_kernel_(5, 5)_(4, 4)",0.5,16,32,"(5, 5)","(4, 4)",softmax,softmax,softmax,12,0.03192991390824318,0.9911110997200012,0.026158582419157028,0.991599977016449
"conv_32relu-64relu_dropout_0.5relu_kernel_(2, 2)_(2, 2)",0.5,32,64,"(2, 2)","(2, 2)",relu,relu,relu,4,2.3023273944854736,0.2925555408000946,2.30259108543396,0.09799999743700027
"conv_32relu-64relu_dropout_0.5softmax_kernel_(2, 2)_(2, 2)",0.5,32,64,"(2, 2)","(2, 2)",relu,relu,softmax,8,0.04957922175526619,0.988444447517395,0.04535355046391487,0.9872999787330627
"conv_32relu-64softmax_dropout_0.5relu_kernel_(2, 2)_(2, 2)",0.5,32,64,"(2, 2)","(2, 2)",relu,softmax,relu,5,2.2555103302001953,0.2034444510936737,2.2740378379821777,0.1103999987244606
"conv_32softmax-64relu_dropout_0.5relu_kernel_(2, 2)_(2, 2)",0.5,32,64,"(2, 2)","(2, 2)",softmax,relu,relu,4,2.2276241779327393,0.46622222661972046,2.236736536026001,0.1265999972820282
"conv_32relu-64softmax_dropout_0.5softmax_kernel_(2, 2)_(2, 2)",0.5,32,64,"(2, 2)","(2, 2)",relu,softmax,softmax,9,0.03969976678490639,0.9895555377006531,0.036244019865989685,0.9882000088691711
"conv_32softmax-64relu_dropout_0.5relu_kernel_(2, 2)_(2, 2)",0.5,32,64,"(2, 2)","(2, 2)",softmax,relu,relu,4,2.301815986633301,0.1783333271741867,2.3012094497680664,0.09860000014305115
"conv_32softmax-64softmax_dropout_0.5relu_kernel_(2, 2)_(2, 2)",0.5,32,64,"(2, 2)","(2, 2)",softmax,softmax,relu,5,2.301304578781128,0.09955555200576782,2.3016698360443115,0.09839999675750732
"conv_32softmax-64softmax_dropout_0.5softmax_kernel_(2, 2)_(2, 2)",0.5,32,64,"(2, 2)","(2, 2)",softmax,softmax,softmax,15,0.038018763065338135,0.9893333315849304,0.035662129521369934,0.9886000156402588
"conv_32relu-64relu_dropout_0.5relu_kernel_(3, 3)_(2, 2)",0.5,32,64,"(3, 3)","(2, 2)",relu,relu,relu,4,2.1920626163482666,0.4605555534362793,2.189302444458008,0.14720000326633453
"conv_32relu-64relu_dropout_0.5softmax_kernel_(3, 3)_(2, 2)",0.5,32,64,"(3, 3)","(2, 2)",relu,relu,softmax,4,0.053672827780246735,0.9864444732666016,0.047272272408008575,0.9847999811172485
"conv_32relu-64softmax_dropout_0.5relu_kernel_(3, 3)_(2, 2)",0.5,32,64,"(3, 3)","(2, 2)",relu,softmax,relu,4,2.3020715713500977,0.09922222048044205,2.302360773086548,0.09809999912977219
"conv_32softmax-64relu_dropout_0.5relu_kernel_(3, 3)_(2, 2)",0.5,32,64,"(3, 3)","(2, 2)",softmax,relu,relu,4,2.3025832176208496,0.18877777457237244,2.30259108543396,0.09799999743700027
"conv_32relu-64softmax_dropout_0.5softmax_kernel_(3, 3)_(2, 2)",0.5,32,64,"(3, 3)","(2, 2)",relu,softmax,softmax,9,0.03815174475312233,0.9901111125946045,0.0367194227874279,0.9896000027656555
"conv_32softmax-64relu_dropout_0.5relu_kernel_(3, 3)_(2, 2)",0.5,32,64,"(3, 3)","(2, 2)",softmax,relu,relu,4,2.286978244781494,0.49266666173934937,2.292229175567627,0.10249999910593033
"conv_32softmax-64softmax_dropout_0.5relu_kernel_(3, 3)_(2, 2)",0.5,32,64,"(3, 3)","(2, 2)",softmax,softmax,relu,4,2.1222221851348877,0.1254444420337677,2.1538145542144775,0.11670000106096268
"conv_32softmax-64softmax_dropout_0.5softmax_kernel_(3, 3)_(2, 2)",0.5,32,64,"(3, 3)","(2, 2)",softmax,softmax,softmax,8,0.04187191277742386,0.9883333444595337,0.037891633808612823,0.9876000285148621
"conv_32relu-64relu_dropout_0.5relu_kernel_(4, 4)_(3, 3)",0.5,32,64,"(4, 4)","(3, 3)",relu,relu,relu,4,2.291071653366089,0.5296666622161865,2.291999101638794,0.10260000079870224
"conv_32relu-64relu_dropout_0.5softmax_kernel_(4, 4)_(3, 3)",0.5,32,64,"(4, 4)","(3, 3)",relu,relu,softmax,9,0.034298721700906754,0.9904444217681885,0.03321976214647293,0.9894999861717224
"conv_32relu-64softmax_dropout_0.5relu_kernel_(4, 4)_(3, 3)",0.5,32,64,"(4, 4)","(3, 3)",relu,softmax,relu,5,2.297722816467285,0.10111111402511597,2.2956831455230713,0.10100000351667404
"conv_32softmax-64relu_dropout_0.5relu_kernel_(4, 4)_(3, 3)",0.5,32,64,"(4, 4)","(3, 3)",softmax,relu,relu,3,2.2108561992645264,0.5293333530426025,2.1855478286743164,0.4934999942779541
"conv_32relu-64softmax_dropout_0.5softmax_kernel_(4, 4)_(3, 3)",0.5,32,64,"(4, 4)","(3, 3)",relu,softmax,softmax,5,0.03458840027451515,0.9901111125946045,0.03186848387122154,0.9901999831199646
"conv_32softmax-64relu_dropout_0.5relu_kernel_(4, 4)_(3, 3)",0.5,32,64,"(4, 4)","(3, 3)",softmax,relu,relu,3,2.0825042724609375,0.35322222113609314,2.0806832313537598,0.36730000376701355
"conv_32softmax-64softmax_dropout_0.5relu_kernel_(4, 4)_(3, 3)",0.5,32,64,"(4, 4)","(3, 3)",softmax,softmax,relu,3,2.3025832176208496,0.0989999994635582,2.30259108543396,0.09799999743700027
"conv_32softmax-64softmax_dropout_0.5softmax_kernel_(4, 4)_(3, 3)",0.5,32,64,"(4, 4)","(3, 3)",softmax,softmax,softmax,8,0.03130989149212837,0.9911110997200012,0.029921721667051315,0.9901999831199646
"conv_32relu-64relu_dropout_0.5relu_kernel_(5, 5)_(3, 3)",0.5,32,64,"(5, 5)","(3, 3)",relu,relu,relu,6,2.1782190799713135,0.32633334398269653,2.169390916824341,0.15029999613761902
"conv_32relu-64relu_dropout_0.5softmax_kernel_(5, 5)_(3, 3)",0.5,32,64,"(5, 5)","(3, 3)",relu,relu,softmax,7,0.039777908474206924,0.9893333315849304,0.04139629006385803,0.9876999855041504
"conv_32relu-64softmax_dropout_0.5relu_kernel_(5, 5)_(3, 3)",0.5,32,64,"(5, 5)","(3, 3)",relu,softmax,relu,4,2.288768768310547,0.10333333164453506,2.294992208480835,0.09989999979734421
"conv_32softmax-64relu_dropout_0.5relu_kernel_(5, 5)_(3, 3)",0.5,32,64,"(5, 5)","(3, 3)",softmax,relu,relu,4,2.175107717514038,0.32644444704055786,2.1925253868103027,0.14640000462532043
"conv_32relu-64softmax_dropout_0.5softmax_kernel_(5, 5)_(3, 3)",0.5,32,64,"(5, 5)","(3, 3)",relu,softmax,softmax,7,0.032144274562597275,0.9918888807296753,0.027271460741758347,0.9916999936103821
"conv_32softmax-64relu_dropout_0.5relu_kernel_(5, 5)_(3, 3)",0.5,32,64,"(5, 5)","(3, 3)",softmax,relu,relu,4,2.298234701156616,0.21311111748218536,2.297064781188965,0.10040000081062317
"conv_32softmax-64softmax_dropout_0.5relu_kernel_(5, 5)_(3, 3)",0.5,32,64,"(5, 5)","(3, 3)",softmax,softmax,relu,4,2.2979788780212402,0.10100000351667404,2.2993671894073486,0.09939999878406525
"conv_32softmax-64softmax_dropout_0.5softmax_kernel_(5, 5)_(3, 3)",0.5,32,64,"(5, 5)","(3, 3)",softmax,softmax,softmax,8,0.036010291427373886,0.9903333187103271,0.02828596532344818,0.9908000230789185
"conv_32relu-64relu_dropout_0.5relu_kernel_(5, 5)_(4, 4)",0.5,32,64,"(5, 5)","(4, 4)",relu,relu,relu,3,2.208569049835205,0.5995555520057678,2.2407984733581543,0.5759999752044678
"conv_32relu-64relu_dropout_0.5softmax_kernel_(5, 5)_(4, 4)",0.5,32,64,"(5, 5)","(4, 4)",relu,relu,softmax,15,0.031189333647489548,0.9923333525657654,0.027002567425370216,0.9922999739646912
"conv_32relu-64softmax_dropout_0.5relu_kernel_(5, 5)_(4, 4)",0.5,32,64,"(5, 5)","(4, 4)",relu,softmax,relu,6,2.261394500732422,0.0989999994635582,2.2637617588043213,0.09799999743700027
"conv_32softmax-64relu_dropout_0.5relu_kernel_(5, 5)_(4, 4)",0.5,32,64,"(5, 5)","(4, 4)",softmax,relu,relu,4,2.199892044067383,0.5104444622993469,2.2158114910125732,0.11159999668598175
"conv_32relu-64softmax_dropout_0.5softmax_kernel_(5, 5)_(4, 4)",0.5,32,64,"(5, 5)","(4, 4)",relu,softmax,softmax,5,0.035024598240852356,0.9896666407585144,0.026333171874284744,0.9907000064849854
"conv_32softmax-64relu_dropout_0.5relu_kernel_(5, 5)_(4, 4)",0.5,32,64,"(5, 5)","(4, 4)",softmax,relu,relu,6,2.2370893955230713,0.4566666781902313,2.248709201812744,0.09799999743700027
"conv_32softmax-64softmax_dropout_0.5relu_kernel_(5, 5)_(4, 4)",0.5,32,64,"(5, 5)","(4, 4)",softmax,softmax,relu,3,2.1100170612335205,0.4108888804912567,2.1375370025634766,0.4027999937534332
"conv_32softmax-64softmax_dropout_0.5softmax_kernel_(5, 5)_(4, 4)",0.5,32,64,"(5, 5)","(4, 4)",softmax,softmax,softmax,11,0.032276783138513565,0.9923333525657654,0.02187761664390564,0.9929999709129333
